ukb_field	modality	region	side	measurement_type	dmri_measure	t1_anatomy_group	notes	ukb_link	subtype
25470	dMRI	sagittal stratum	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25470	ISOVF
25471	dMRI	sagittal stratum	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25471	ISOVF
25472	dMRI	external capsule	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25472	ISOVF
25473	dMRI	external capsule	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25473	ISOVF
25474	dMRI	cingulum cingulate gyrus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25474	ISOVF
25475	dMRI	cingulum cingulate gyrus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25475	ISOVF
25476	dMRI	cingulum hippocampus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25476	ISOVF
25477	dMRI	cingulum hippocampus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25477	ISOVF
25478	dMRI	fornix cres+stria terminalis	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25478	ISOVF
25479	dMRI	fornix cres+stria terminalis	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25479	ISOVF
25480	dMRI	superior longitudinal fasciculus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI dat	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25480	ISOVF
25481	dMRI	superior longitudinal fasciculus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25481	ISOVF
25482	dMRI	superior fronto-occipital fasciculus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25482	ISOVF
25483	dMRI	superior fronto-occipital fasciculus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25483	ISOVF
25484	dMRI	uncinate fasciculus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25484	ISOVF
25485	dMRI	uncinate fasciculus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25485	ISOVF
25486	dMRI	tapetum	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25486	ISOVF
25487	dMRI	tapetum	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25487	ISOVF
25488	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25488	w-FA
25489	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25489	w-FA
25490	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25490	w-FA
25491	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25491	w-FA
25492	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25492	w-FA
25493	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25493	w-FA
25494	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25494	w-FA
25495	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25495	w-FA
25496	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25496	w-FA
25497	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25497	w-FA
25498	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25498	w-FA
25499	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25499	w-FA
25500	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25500	w-FA
25501	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25501	w-FA
25502	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25502	w-FA
25503	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25503	w-FA
25504	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25504	w-FA
25505	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25505	w-FA
25506	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25506	w-FA
25507	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25507	w-FA
25508	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25508	w-FA
25509	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25509	w-FA
25510	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25510	w-FA
25511	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25511	w-FA
25512	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25512	w-FA
25513	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25513	w-FA
25514	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25514	w-FA
25650	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25650	w-ICVF
25651	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25651	w-ICVF
25652	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25652	w-ICVF
25653	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25653	w-ICVF
25654	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25654	w-ICVF
25655	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25655	w-ICVF
25656	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25656	w-ICVF
25657	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25657	w-ICVF
25658	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25658	w-ICVF
25659	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25659	w-ICVF
25660	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25660	w-ICVF
25661	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25661	w-ICVF
25662	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25662	w-ICVF
25663	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25663	w-ICVF
25664	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25664	w-ICVF
25665	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25665	w-ICVF
25666	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25666	w-ICVF
25667	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25667	w-ICVF
25668	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25668	w-ICVF
25669	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25669	w-ICVF
25670	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25670	w-ICVF
25671	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25671	w-ICVF
25672	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25672	w-ICVF
25673	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25673	w-ICVF
25674	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25674	w-ICVF
25675	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25675	w-ICVF
25676	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25676	w-ICVF
25677	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25677	w-OD
25678	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25678	w-OD
25679	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25679	w-OD
25680	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25680	w-OD
25681	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25681	w-OD
25682	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25682	w-OD
25683	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25683	w-OD
25684	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25684	w-OD
25685	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25685	w-OD
25686	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25686	w-OD
25687	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25687	w-OD
25688	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25688	w-OD
25689	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25689	w-OD
25690	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25690	w-OD
25691	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25691	w-OD
25692	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25692	w-OD
25693	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25693	w-OD
25694	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25694	w-OD
25695	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25695	w-OD
25696	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25696	w-OD
25697	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25697	w-OD
25698	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25698	w-OD
25699	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25699	w-OD
25700	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25700	w-OD
25701	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25701	w-OD
25702	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25702	w-OD
25703	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25703	w-OD
25704	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25704	w-ISOVF
