ukb_field	t1_or_dmri	anatomy	left_or_right	measurement_type	dmri_measure	t1_anatomy_group	notes	ukb_link
25485	dMRI	uncinate fasciculus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25485
25486	dMRI	tapetum	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25486
25487	dMRI	tapetum	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25487
25488	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25488
25489	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25489
25490	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25490
25491	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25491
25492	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25492
25493	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25493
25494	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25494
25495	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25495
25496	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25496
25497	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25497
25498	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25498
25499	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25499
25500	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25500
25501	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25501
25502	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25502
25503	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25503
25504	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25504
25505	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25505
25506	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25506
25507	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25507
25508	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25508
25509	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25509
25510	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25510
25511	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25511
25512	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25512
25513	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25513
25514	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	FA	NA	Weighted-mean FA (fractional anisotropy) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25514
25650	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25650
25651	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25651
25652	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25652
25653	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25653
25654	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25654
25655	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25655
25656	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25656
25657	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25657
25658	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25658
25659	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25659
25660	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25660
25661	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25661
25662	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25662
25663	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25663
25664	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25664
25665	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25665
25666	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25666
25667	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25667
25668	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25668
25669	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25669
25670	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25670
25671	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25671
25672	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25672
25673	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25673
25674	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25674
25675	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25675
25676	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ICVF	NA	Weighted-mean ICVF (intra-cellular volume fraction) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25676
25677	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25677
25678	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25678
25679	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25679
25680	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25680
25681	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25681
25682	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25682
25683	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25683
25684	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25684
25685	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25685
25686	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25686
25687	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25687
25688	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25688
25689	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25689
25690	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25690
25691	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25691
25692	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25692
25693	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25693
25694	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25694
25695	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25695
25696	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25696
25697	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25697
25698	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25698
25699	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25699
25700	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25700
25701	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25701
25702	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25702
25703	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	OD	NA	Weighted-mean OD (orientation dispersion index) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25703
25704	dMRI	acoustic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25704
25705	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25705
25706	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25706
25707	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25707
25708	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25708
25709	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25709
25710	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25710
25711	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25711
25712	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25712
25713	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25713
25714	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25714
25715	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25715
25716	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25716
25717	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25717
25718	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25718
25719	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25719
25720	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25720
25721	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25721
25722	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25722
25723	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25723
25724	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25724
